Meetjaar;WaterbeheerderCode;WaterbeheerderNaam;Namespace;Identificatie;MeetobjectCode;Omschrijving;GeometriePuntX_RD;GeometriePuntY_RD;KRWwatertypeCode;KRWwatertypeOmschrijving;WatergangCategorieCode;WatergangCategorieOmschrijving;HoortbijGeoobjectIdentificatie;Wegingsfactor;LigtInGeoobjectIdentificatie;PublicatieDatumTijd
2021;27;Waterschap De Dommel;NL27;240011;NL27_240011;Boven Dommel;157873.0000;364282.0000;R5;Langzaam stromende middenloop/benedenloop op zand;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240013;NL27_240013;BOVEN DOMMEL;157778.0000;379239.0000;R5;Langzaam stromende middenloop/benedenloop op zand;;;;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240014;NL27_240014;Tongelreep;161902.0000;368184.0000;R5;Langzaam stromende middenloop/benedenloop op zand;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240015;NL27_240015;Tongelreep;161257.0000;381703.0000;R5;Langzaam stromende middenloop/benedenloop op zand;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240016;NL27_240016;Hooidonkse beek;163723.0000;390063.0000;M1a;Zoete gebufferde sloten;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240018;NL27_240018;TONGELREEP;161221.0000;371105.0000;R5;Langzaam stromende middenloop/benedenloop op zand;;;;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240020;NL27_240020;Wateraanvoerkanaal St. Oedenrode;163891.0000;397713.0000;M1a;Zoete gebufferde sloten;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240021;NL27_240021;BENEDEN DOMMEL;159858.0000;397414.0000;R6;Langzaam stromend riviertje op zand/klei;;;;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240022;NL27_240022;AFWATERINGSKANAAL BOXTEL;151460.0000;401500.0000;R6;Langzaam stromend riviertje op zand/klei;;;;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240023;NL27_240023;BENEDEN DOMMEL;150737.0000;399670.0000;R6;Langzaam stromend riviertje op zand/klei;;;;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240025;NL27_240025;Midden- en Beneden Dommel;149008.0000;408854.0000;R6;Langzaam stromend riviertje op zand/klei;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240026;NL27_240026;OLLANDSE WATERLOOP;156568.0000;398979.0000;M1a;Zoete gebufferde sloten;;;;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240027;NL27_240027;Groote Waterloop;155618.0000;398199.0000;M1a;Zoete gebufferde sloten;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
2021;27;Waterschap De Dommel;NL27;240028;NL27_240028;Beekse Waterloop;152928.0000;405182.0000;M1a;Zoete gebufferde sloten;A;Primaire watergang (categorie A);;;;2022-09-08T12:20:01+02:00
