Meetjaar;WaterbeheerderCode;WaterbeheerderNaam;Namespace;Identificatie;MeetobjectCode;Omschrijving;GeometriePuntX_RD;GeometriePuntY_RD;KRWwatertypeCode;KRWwatertypeOmschrijving;WatergangCategorieCode;WatergangCategorieOmschrijving;HoortbijGeoobjectIdentificatie;Wegingsfactor;LigtInGeoobjectIdentificatie;PublicatieDatumTijd
2017;27;Waterschap De Dommel;NL27;240030;NL27_240030;KEUNISLOOP;153558.0000;365406.0000;R4;Permanente langzaam stromende bovenloop op zand (vervalt per 2022, gebruik liever R4a of b);O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;250055;NL27_250055;BERGBOSWEG BIJ GASTEL (GRENS BELGIE);164929.6000;366346.1000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;252051;NL27_252051;+/- 100 M BEN. STR STUW MOLENHEIDE MAARHEEZE;169605.0000;368982.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;252093;NL27_252093;NEMER;144303.0000;399990.0000;R6;Langzaam stromend riviertje op zand/klei;O;Overige watergangen;NL27_240092;1;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;253090;NL27_253090;ESSCHE STROOM;150376.0000;406066.0000;R6;Langzaam stromend riviertje op zand/klei;O;Overige watergangen;NL27_240092;1;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600125;NL27_600125;KLEINE AA (BOXTEL) NET BOVENSTROOMS VOORSTRAAT BOXTEL;148325.0000;399479.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;NL27_B_1_2;1;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600155;NL27_600155;BEEKSCHE WATERLOOP BIJ DE MOSBULTEN, NUENEN;166212.0000;392708.0000;M1a;Zoete gebufferde sloten;O;Overige watergangen;NL27_BE_1_2;1;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600167;NL27_600167;DOMMEL BENEDENSTROOMS VOLMOLEN WAALRE;157372.0000;377212.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;NL27_BO_1_2;1;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600222;NL27_600222;NIEUWE LEIJ MEANDERS BENEDENSTROOMS KOEBRUGSEWEG TILBURG;136914.0000;396637.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;NL27_L_1_2;1;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600233;NL27_600233;MEANDER TURKAA;141043.0000;386407.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600234;NL27_600234;REUSEL;141035.0000;386028.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600235;NL27_600235;REUSEL;140337.0000;385075.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600236;NL27_600236;REUSEL;139626.0000;383244.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600237;NL27_600237;REUSEL;139083.0000;382774.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600238;NL27_600238;REUSEL;141278.0000;397496.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600240;NL27_600240;REUSEL;140865.0000;392381.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600241;NL27_600241;REUSEL;140730.0000;395924.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600242;NL27_600242;REUSEL;140792.0000;388598.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600243;NL27_600243;REUSEL;140570.0000;390015.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600244;NL27_600244;REUSEL;140651.0000;390897.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
2017;27;Waterschap De Dommel;NL27;600245;NL27_600245;REUSEL;143218.0000;399136.0000;R5;Langzaam stromende middenloop/benedenloop op zand;O;Overige watergangen;;;;2023-06-19T13:25:13+02:00
